Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022txdri,2022txdri_qm3,red,frc1745,frc6155,frc6357,11,-1,2,2,0,-6,8,4,Loss
2022txdri,2022txdri_qm30,blue,frc3735,frc4063,frc2966,31,-3,12,4,0,-10,12,12,Loss
2022txdri,2022txdri_qm30,red,frc4610,frc2582,frc5726,34,3,8,-4,10,10,0,-12,Win
2022txdri,2022txdri_qm31,blue,frc4192,frc1745,frc2789,50,6,10,-10,25,9,0,0,Win
2022txdri,2022txdri_qm31,red,frc1296,frc8507,frc5572,44,-6,20,10,16,-9,0,0,Loss
2022txdri,2022txdri_qm32,blue,frc7521,frc8610,frc5503,14,-11,8,8,0,-21,0,-4,Loss
2022txdri,2022txdri_qm32,red,frc3481,frc7621,frc8055,25,11,0,-8,21,21,4,4,Win
2022txdri,2022txdri_qm33,blue,frc6800,frc3679,frc8114,61,33,16,8,15,9,4,-8,Win
2022txdri,2022txdri_qm33,red,frc2966,frc4734,frc8408,28,-33,8,-8,6,-9,12,8,Loss
2022txdri,2022txdri_qm34,blue,frc4063,frc5726,frc8088,63,31,8,4,6,-9,28,28,Win
2022txdri,2022txdri_qm34,red,frc4610,frc4328,frc2582,32,-31,4,-4,15,9,0,-28,Loss
2022txdri,2022txdri_qm35,blue,frc6155,frc6357,frc3735,15,-63,8,-8,0,-20,0,-8,Loss
2022txdri,2022txdri_qm35,red,frc3847,frc3834,frc4219,78,63,16,8,20,20,8,8,Win
2022txdri,2022txdri_qm36,blue,frc5572,frc7521,frc4192,64,36,20,14,21,9,0,0,Win
2022txdri,2022txdri_qm36,red,frc3679,frc3481,frc4734,28,-36,6,-14,12,-9,0,0,Loss
2022txdri,2022txdri_qm37,blue,frc6800,frc8088,frc8507,45,5,4,-2,16,6,4,-8,Win
2022txdri,2022txdri_qm37,red,frc2582,frc2789,frc5503,40,-5,6,2,10,-6,12,8,Loss
2022txdri,2022txdri_qm38,blue,frc8408,frc4328,frc5726,19,-27,2,-12,6,-20,0,0,Loss
2022txdri,2022txdri_qm38,red,frc1745,frc8114,frc4219,46,27,14,12,26,20,0,0,Win
2022txdri,2022txdri_qm39,blue,frc4063,frc4610,frc6155,36,26,14,10,6,0,0,0,Win
2022txdri,2022txdri_qm39,red,frc3735,frc3834,frc8610,10,-26,4,-10,6,0,0,0,Loss
2022txdri,2022txdri_qm4,blue,frc4610,frc6800,frc3847,54,32,12,6,21,5,0,0,Win
2022txdri,2022txdri_qm4,red,frc8088,frc8114,frc7521,22,-32,6,-6,16,-5,0,0,Loss
2022txdri,2022txdri_qm40,blue,frc2966,frc3847,frc7621,46,24,10,4,10,-2,0,0,Win
2022txdri,2022txdri_qm40,red,frc8055,frc6357,frc1296,22,-24,6,-4,12,2,0,0,Loss
2022txdri,2022txdri_qm41,blue,frc4219,frc4192,frc8507,42,25,6,2,25,25,4,0,Win
2022txdri,2022txdri_qm41,red,frc5503,frc8408,frc4328,17,-25,4,-2,0,-25,4,0,Loss
2022txwac,2022txwac_f1m1,blue,frc2881,frc1477,frc4364,55,-59,16,-16,21,-9,0,0,Loss
2022txwac,2022txwac_f1m1,red,frc3310,frc148,frc8858,114,59,32,16,30,9,0,0,Win
2022txwac,2022txwac_f1m2,blue,frc2881,frc1477,frc4364,74,-22,18,4,30,0,0,0,Loss
2022txwac,2022txwac_f1m2,red,frc3310,frc148,frc8858,96,22,14,-4,30,0,0,0,Win
2022txwac,2022txwac_qf1m1,blue,frc7121,frc3029,frc5431,20,-94,12,-8,6,-9,0,-20,Loss
2022txwac,2022txwac_qf1m1,red,frc3310,frc148,frc8858,114,94,20,8,15,9,20,20,Win
2022txwac,2022txwac_qf1m2,blue,frc7121,frc3029,frc5431,24,-81,4,-24,6,-24,8,8,Loss
2022txwac,2022txwac_qf1m2,red,frc3310,frc148,frc8858,105,81,28,24,30,24,0,-8,Win
2022txwac,2022txwac_qf2m1,blue,frc2848,frc3802,frc3676,55,-3,14,-4,21,5,8,4,Loss
2022txwac,2022txwac_qf2m1,red,frc2468,frc2687,frc8749,58,3,18,4,16,-5,4,-4,Win
2022txwac,2022txwac_qf2m2,blue,frc2848,frc3802,frc3676,38,-34,14,0,14,-8,0,-4,Loss
2022txwac,2022txwac_qf2m2,red,frc2468,frc2687,frc8749,72,34,14,0,22,8,4,4,Win
2022txwac,2022txwac_qf3m1,blue,frc6377,frc8528,frc2689,58,-33,18,-8,6,-10,8,4,Loss
2022txwac,2022txwac_qf3m1,red,frc3005,frc624,frc7125,91,33,26,8,16,10,4,-4,Win
2022txwac,2022txwac_qf3m2,blue,frc6377,frc8528,frc2689,40,-33,20,-4,0,-21,0,-12,Loss
2022txwac,2022txwac_qf3m2,red,frc3005,frc624,frc7125,73,33,24,4,21,21,12,12,Win
2022txwac,2022txwac_qf4m1,blue,frc6180,frc5613,frc2714,19,-51,2,-16,6,-24,0,0,Loss
2022txwac,2022txwac_qf4m1,red,frc2881,frc1477,frc4364,70,51,18,16,30,24,0,0,Win
2022txwac,2022txwac_qf4m2,blue,frc6180,frc5613,frc2714,36,-35,6,-12,6,-19,0,-4,Loss
2022txwac,2022txwac_qf4m2,red,frc2881,frc1477,frc4364,71,35,18,12,25,19,4,4,Win
2022txwac,2022txwac_qm1,blue,frc2950,frc148,frc4364,69,22,18,12,15,-4,0,0,Win
2022txwac,2022txwac_qm1,red,frc2881,frc2687,frc4717,47,-22,6,-12,19,4,0,0,Loss
2022txwac,2022txwac_qm10,blue,frc2468,frc2689,frc3310,90,71,20,10,29,23,0,0,Win
2022txwac,2022txwac_qm10,red,frc5242,frc2714,frc6377,19,-71,10,-10,6,-23,0,0,Loss
2022txwac,2022txwac_qm11,blue,frc8879,frc2881,frc7125,49,27,12,6,15,5,0,0,Win
2022txwac,2022txwac_qm11,red,frc7121,frc2848,frc5866,22,-27,6,-6,10,-5,0,0,Loss
2022txwac,2022txwac_qm12,blue,frc8842,frc8858,frc6171,0,-19,0,-2,0,-6,0,-4,Loss
2022txwac,2022txwac_qm12,red,frc3029,frc4717,frc8749,19,19,2,2,6,6,4,4,Win
2022txwac,2022txwac_qm13,blue,frc8405,frc5417,frc5908,6,-5,4,0,0,0,0,0,Loss
2022txwac,2022txwac_qm13,red,frc8710,frc3802,frc8769,11,5,4,0,0,0,0,0,Win
2022txwac,2022txwac_qm14,blue,frc5431,frc5242,frc5613,38,-17,12,6,10,-15,4,4,Loss
2022txwac,2022txwac_qm14,red,frc6180,frc2687,frc8556,55,17,6,-6,25,15,0,-4,Win
2022txwac,2022txwac_qm15,blue,frc2848,frc3676,frc3005,38,26,14,10,0,0,0,0,Win
2022txwac,2022txwac_qm15,red,frc5866,frc5212,frc7125,12,-26,4,-10,0,0,0,0,Loss
2022txwac,2022txwac_qm16,blue,frc3029,frc1477,frc8528,36,22,6,6,6,0,8,8,Win
2022txwac,2022txwac_qm16,red,frc2714,frc8879,frc4717,14,-22,0,-6,6,0,0,-8,Loss
2022txwac,2022txwac_qm17,blue,frc6830,frc6377,frc5908,36,-47,6,-20,6,-13,4,4,Loss
2022txwac,2022txwac_qm17,red,frc7121,frc148,frc8842,83,47,26,20,19,13,0,-4,Win
2022txwac,2022txwac_qm18,blue,frc624,frc2881,frc6180,91,51,26,22,21,5,8,8,Win
2022txwac,2022txwac_qm18,red,frc5431,frc2689,frc8710,40,-51,4,-22,16,-5,0,-8,Loss
2022txwac,2022txwac_qm19,blue,frc3802,frc2950,frc8749,15,10,2,-2,0,0,8,8,Win
2022txwac,2022txwac_qm19,red,frc5417,frc2468,frc8769,5,-10,4,2,0,0,0,-8,Loss
2022txwac,2022txwac_qm2,blue,frc2969,frc6377,frc1477,32,11,8,2,6,2,0,-4,Win
2022txwac,2022txwac_qm2,red,frc5212,frc3029,frc8405,21,-11,6,-2,4,-2,4,4,Loss
2022txwac,2022txwac_qm20,blue,frc6171,frc3310,frc4364,71,55,14,10,21,9,20,20,Win
2022txwac,2022txwac_qm20,red,frc2969,frc8405,frc8858,16,-55,4,-10,12,-9,0,-20,Loss
2022txwac,2022txwac_qm21,blue,frc5908,frc8842,frc3005,8,-38,2,-10,6,-15,0,-4,Loss
2022txwac,2022txwac_qm21,red,frc5242,frc2848,frc3029,46,38,12,10,21,15,4,4,Win
2022txwac,2022txwac_qm22,blue,frc8710,frc7125,frc7121,8,4,6,-18,0,-10,0,0,Win
2022txwac,2022txwac_qm22,red,frc2714,frc5212,frc624,4,-4,24,18,10,10,0,0,Loss
2022txwac,2022txwac_qm23,blue,frc2689,frc5613,frc4717,24,8,6,4,0,-6,0,-8,Win
2022txwac,2022txwac_qm23,red,frc5417,frc3676,frc8879,16,-8,2,-4,6,6,8,8,Loss
2022txwac,2022txwac_qm24,blue,frc4364,frc8749,frc2969,8,-21,2,-2,6,-10,0,0,Loss
2022txwac,2022txwac_qm24,red,frc2950,frc6180,frc2468,29,21,4,2,16,10,0,0,Win
2022txwac,2022txwac_qm25,blue,frc8769,frc6171,frc6377,46,-2,14,10,6,-15,8,8,Loss
2022txwac,2022txwac_qm25,red,frc5866,frc2687,frc1477,48,2,4,-10,21,15,0,-8,Win
2022txwac,2022txwac_qm26,blue,frc3802,frc148,frc2881,74,56,26,18,21,21,0,-4,Win
2022txwac,2022txwac_qm26,red,frc8556,frc8405,frc3310,18,-56,8,-18,0,-21,4,4,Loss
2022txwac,2022txwac_qm27,blue,frc8858,frc5431,frc5212,27,8,10,4,6,0,0,0,Win
2022txwac,2022txwac_qm27,red,frc6830,frc8528,frc5242,19,-8,6,-4,6,0,0,0,Loss
2022txwac,2022txwac_qm28,blue,frc5908,frc7121,frc5613,28,14,10,6,0,0,0,0,Win
2022txwac,2022txwac_qm28,red,frc6180,frc2969,frc7125,14,-14,4,-6,0,0,0,0,Loss
2022txwac,2022txwac_qm29,blue,frc5866,frc3029,frc8769,14,-14,6,4,0,-10,0,0,Loss
2022txwac,2022txwac_qm29,red,frc8710,frc6171,frc2468,28,14,2,-4,10,10,0,0,Win
2022txwac,2022txwac_qm3,blue,frc8528,frc8769,frc3310,70,41,22,10,15,15,0,-4,Win
2022txwac,2022txwac_qm3,red,frc6171,frc5613,frc3005,29,-41,12,-10,0,-15,4,4,Loss
2022txwac,2022txwac_qm30,blue,frc1477,frc3802,frc4364,44,22,8,4,10,4,0,0,Win
2022txwac,2022txwac_qm30,red,frc8842,frc2689,frc2714,22,-22,4,-4,6,-4,0,0,Loss
2022txwac,2022txwac_qm31,blue,frc3310,frc624,frc5417,103,72,22,6,21,11,0,0,Win
2022txwac,2022txwac_qm31,red,frc8528,frc5431,frc2687,31,-72,16,-6,10,-11,0,0,Loss
2022txwac,2022txwac_qm32,blue,frc6830,frc4717,frc8405,12,-19,2,-8,6,-15,4,4,Loss
2022txwac,2022txwac_qm32,red,frc2848,frc8858,frc8556,31,19,10,8,21,15,0,-4,Win
2022txwac,2022txwac_qm33,blue,frc8879,frc8749,frc148,55,2,14,10,15,0,4,4,Win
2022txwac,2022txwac_qm33,red,frc6377,frc3005,frc2950,53,-2,4,-10,15,0,0,-4,Loss
2022txwac,2022txwac_qm34,blue,frc2881,frc1477,frc5242,63,40,18,14,21,11,0,0,Win
2022txwac,2022txwac_qm34,red,frc3676,frc7125,frc6171,23,-40,4,-14,10,-11,0,0,Loss
2022txwac,2022txwac_qm35,blue,frc2689,frc2969,frc3029,20,-27,10,-8,0,-4,0,0,Loss
2022txwac,2022txwac_qm35,red,frc3802,frc8528,frc7121,47,27,18,8,4,4,0,0,Win
2022txwac,2022txwac_qm36,blue,frc5417,frc8710,frc2687,37,24,2,2,10,4,0,-4,Win
2022txwac,2022txwac_qm36,red,frc4364,frc6830,frc5866,13,-24,0,-2,6,-4,4,4,Loss
2022txwac,2022txwac_qm37,blue,frc5212,frc6180,frc2848,42,-49,12,-2,15,-6,8,4,Loss
2022txwac,2022txwac_qm37,red,frc148,frc5908,frc2714,91,49,14,2,21,6,4,-4,Win
2022txwac,2022txwac_qm38,blue,frc4717,frc8556,frc6377,12,-50,2,-24,0,-6,0,0,Loss
2022txwac,2022txwac_qm38,red,frc2950,frc624,frc5613,62,50,26,24,6,6,0,0,Win
2022txwac,2022txwac_qm39,blue,frc3005,frc8405,frc2468,32,-35,4,-20,16,16,0,-4,Loss
2022txwac,2022txwac_qm39,red,frc5431,frc8879,frc3310,67,35,24,20,0,-16,4,4,Win
2022txwac,2022txwac_qm4,blue,frc8556,frc7121,frc6830,7,-11,0,-6,0,-6,0,0,Loss
2022txwac,2022txwac_qm4,red,frc3676,frc5908,frc2689,18,11,6,6,6,6,0,0,Win
2022txwac,2022txwac_qm40,blue,frc8769,frc2881,frc8842,50,33,14,10,15,5,4,4,Win
2022txwac,2022txwac_qm40,red,frc8749,frc8858,frc3676,17,-33,4,-10,10,-5,0,-4,Loss
2022txwac,2022txwac_qm41,blue,frc148,frc3029,frc8710,55,13,12,2,21,9,0,-4,Win
2022txwac,2022txwac_qm41,red,frc1477,frc5417,frc6180,42,-13,10,-2,12,-9,4,4,Loss
2022txwac,2022txwac_qm42,blue,frc2689,frc6171,frc8528,35,14,12,4,0,0,8,8,Win
2022txwac,2022txwac_qm42,red,frc7125,frc2848,frc5908,21,-14,8,-4,0,0,0,-8,Loss
2022txwac,2022txwac_qm43,blue,frc5431,frc6830,frc624,54,44,16,12,6,6,0,0,Win
2022txwac,2022txwac_qm43,red,frc5866,frc5242,frc2969,10,-44,4,-12,0,-6,0,0,Loss
2022txwac,2022txwac_qm44,blue,frc2687,frc2468,frc8842,48,22,12,4,14,8,0,-4,Win
2022txwac,2022txwac_qm44,red,frc8405,frc8769,frc7121,26,-22,8,-4,6,-8,4,4,Loss
2022txwac,2022txwac_qm45,blue,frc4717,frc5212,frc2950,9,-75,2,-24,0,-30,4,4,Loss
2022txwac,2022txwac_qm45,red,frc3310,frc3005,frc3802,84,75,26,24,30,30,0,-4,Win
2022txwac,2022txwac_qm46,blue,frc6377,frc4364,frc8879,16,-27,6,-2,6,-9,4,-4,Loss
2022txwac,2022txwac_qm46,red,frc2881,frc3676,frc2714,43,27,8,2,15,9,8,4,Win
2022txwac,2022txwac_qm47,blue,frc5242,frc8556,frc8749,4,-35,2,-8,0,-10,0,-8,Loss
2022txwac,2022txwac_qm47,red,frc5613,frc8858,frc1477,39,35,10,8,10,10,8,8,Win
2022txwac,2022txwac_qm48,blue,frc8405,frc5866,frc6171,25,-45,6,-18,12,6,4,0,Loss
2022txwac,2022txwac_qm48,red,frc8528,frc8842,frc624,70,45,24,18,6,-6,4,0,Win
2022txwac,2022txwac_qm49,blue,frc2969,frc3005,frc5212,42,-15,16,8,6,-9,0,-16,Loss
2022txwac,2022txwac_qm49,red,frc6180,frc2689,frc8769,57,15,8,-8,15,9,16,16,Win
2022txwac,2022txwac_qm5,blue,frc3802,frc2714,frc2848,28,-14,2,-24,16,10,0,-4,Loss
2022txwac,2022txwac_qm5,red,frc624,frc5866,frc8749,42,14,26,24,6,-10,4,4,Win
2022txwac,2022txwac_qm50,blue,frc2468,frc3802,frc3676,22,-106,10,-16,0,-24,8,-12,Loss
2022txwac,2022txwac_qm50,red,frc148,frc2848,frc2687,128,106,26,16,24,24,20,12,Win
2022txwac,2022txwac_qm51,blue,frc5908,frc4717,frc5431,16,-24,6,-6,10,10,0,0,Loss
2022txwac,2022txwac_qm51,red,frc6377,frc8749,frc5417,40,24,12,6,0,-10,0,0,Win
2022txwac,2022txwac_qm52,blue,frc8879,frc8556,frc3029,25,12,2,-4,12,12,8,8,Win
2022txwac,2022txwac_qm52,red,frc7121,frc4364,frc8858,13,-12,6,4,0,-12,0,-8,Loss
2022txwac,2022txwac_qm53,blue,frc2714,frc3310,frc5613,49,2,20,10,15,0,0,0,Win
2022txwac,2022txwac_qm53,red,frc2950,frc6830,frc2881,47,-2,10,-10,15,0,0,0,Loss
2022txwac,2022txwac_qm54,blue,frc148,frc5242,frc7125,84,68,22,16,15,9,12,12,Win
2022txwac,2022txwac_qm54,red,frc8710,frc8528,frc2969,16,-68,6,-16,6,-9,0,-12,Loss
2022txwac,2022txwac_qm55,blue,frc1477,frc4717,frc624,46,19,2,-4,16,10,4,4,Win
2022txwac,2022txwac_qm55,red,frc2468,frc5908,frc5212,27,-19,6,4,6,-10,0,-4,Loss
2022txwac,2022txwac_qm56,blue,frc3005,frc5866,frc8879,51,46,14,12,10,10,4,4,Win
2022txwac,2022txwac_qm56,red,frc8556,frc5417,frc8842,5,-46,2,-12,0,-10,0,-4,Loss
2022txwac,2022txwac_qm57,blue,frc3310,frc7121,frc2950,56,23,12,0,21,11,4,4,Win
2022txwac,2022txwac_qm57,red,frc6171,frc5431,frc2848,33,-23,12,0,10,-11,0,-4,Loss
2022txwac,2022txwac_qm58,blue,frc8858,frc8710,frc2881,33,-13,8,-8,15,15,0,-4,Loss
2022txwac,2022txwac_qm58,red,frc6377,frc5613,frc3802,46,13,16,8,0,-15,4,4,Win
2022txwac,2022txwac_qm59,blue,frc8769,frc8749,frc6830,8,-13,6,2,0,0,0,0,Loss
2022txwac,2022txwac_qm59,red,frc4364,frc7125,frc2689,21,13,4,-2,0,0,0,0,Win
2022txwac,2022txwac_qm6,blue,frc2468,frc8879,frc8858,24,22,2,0,10,10,0,0,Win
2022txwac,2022txwac_qm6,red,frc5242,frc8710,frc6180,2,-22,2,0,0,-10,0,0,Loss
2022txwac,2022txwac_qm60,blue,frc3029,frc2714,frc6180,18,-26,4,-4,6,-10,4,0,Loss
2022txwac,2022txwac_qm60,red,frc2687,frc8405,frc3676,44,26,8,4,16,10,4,0,Win
2022txwac,2022txwac_qm61,blue,frc7121,frc624,frc8879,23,-58,6,-24,12,-3,0,-8,Loss
2022txwac,2022txwac_qm61,red,frc3310,frc1477,frc148,81,58,30,24,15,3,8,8,Win
2022txwac,2022txwac_qm62,blue,frc8842,frc8710,frc5212,4,-47,2,-6,0,-21,0,0,Loss
2022txwac,2022txwac_qm62,red,frc8556,frc2881,frc2468,51,47,8,6,21,21,0,0,Win
2022txwac,2022txwac_qm63,blue,frc2848,frc6377,frc8528,49,28,12,2,21,15,8,8,Win
2022txwac,2022txwac_qm63,red,frc8769,frc4364,frc5242,21,-28,10,-2,6,-15,0,-8,Loss
2022txwac,2022txwac_qm64,blue,frc8749,frc5613,frc8405,30,-4,12,4,10,0,0,0,Loss
2022txwac,2022txwac_qm64,red,frc3005,frc3029,frc6830,34,4,8,-4,10,0,0,0,Win
2022txwac,2022txwac_qm65,blue,frc6180,frc3676,frc5431,39,19,8,-2,21,21,0,0,Win
2022txwac,2022txwac_qm65,red,frc7125,frc3802,frc4717,20,-19,10,2,0,-21,0,0,Loss
2022txwac,2022txwac_qm66,blue,frc8858,frc5866,frc2689,30,-14,10,-2,6,6,0,-12,Loss
2022txwac,2022txwac_qm66,red,frc2687,frc2950,frc5908,44,14,12,2,0,-6,12,12,Win
2022txwac,2022txwac_qm67,blue,frc2969,frc148,frc5417,81,75,18,16,15,15,12,8,Win
2022txwac,2022txwac_qm67,red,frc2714,frc6171,frc8556,6,-75,2,-16,0,-15,4,-8,Loss
2022txwac,2022txwac_qm68,blue,frc8749,frc2468,frc8528,38,-11,8,-2,10,-5,0,-4,Loss
2022txwac,2022txwac_qm68,red,frc5613,frc5212,frc2881,49,11,10,2,15,5,4,4,Win
2022txwac,2022txwac_qm69,blue,frc2848,frc4364,frc8710,43,-24,4,-16,15,-6,16,16,Loss
2022txwac,2022txwac_qm69,red,frc1477,frc3005,frc5431,67,24,20,16,21,6,0,-16,Win
2022txwac,2022txwac_qm7,blue,frc8842,frc7125,frc1477,22,4,0,-8,10,4,0,0,Win
2022txwac,2022txwac_qm7,red,frc5417,frc2950,frc5431,18,-4,8,8,6,-4,0,0,Loss
2022txwac,2022txwac_qm70,blue,frc7125,frc8769,frc2950,26,-46,8,-8,0,-16,0,-4,Loss
2022txwac,2022txwac_qm70,red,frc3029,frc624,frc6377,72,46,16,8,16,16,4,4,Win
2022txwac,2022txwac_qm71,blue,frc5908,frc6180,frc5866,18,-59,8,-12,0,-21,4,4,Loss
2022txwac,2022txwac_qm71,red,frc8858,frc3310,frc6830,77,59,20,12,21,21,0,-4,Win
2022txwac,2022txwac_qm72,blue,frc8405,frc5242,frc2689,28,-2,10,2,0,-6,4,4,Loss
2022txwac,2022txwac_qm72,red,frc4717,frc7121,frc5417,30,2,8,-2,6,6,0,-4,Win
2022txwac,2022txwac_qm73,blue,frc2687,frc2969,frc2714,41,23,4,-8,16,16,0,0,Win
2022txwac,2022txwac_qm73,red,frc8879,frc8842,frc3802,18,-23,12,8,0,-16,0,0,Loss
2022txwac,2022txwac_qm74,blue,frc3676,frc6377,frc8710,32,-1,8,-2,6,-15,0,0,Loss
2022txwac,2022txwac_qm74,red,frc8749,frc1477,frc6171,33,1,10,2,21,15,0,0,Win
2022txwac,2022txwac_qm75,blue,frc2881,frc5431,frc5866,33,7,6,0,15,3,0,-8,Win
2022txwac,2022txwac_qm75,red,frc4364,frc5908,frc3029,26,-7,6,0,12,-3,8,8,Loss
2022txwac,2022txwac_qm76,blue,frc2689,frc5417,frc2848,49,-26,16,-8,10,-6,8,4,Loss
2022txwac,2022txwac_qm76,red,frc5613,frc2468,frc148,75,26,24,8,16,6,4,-4,Win
2022txwac,2022txwac_qm77,blue,frc3005,frc2714,frc7121,51,4,18,6,12,0,0,0,Win
2022txwac,2022txwac_qm77,red,frc624,frc8769,frc8858,47,-4,12,-6,12,0,0,0,Loss
2022txwac,2022txwac_qm78,blue,frc3676,frc2950,frc8556,2,-44,2,-8,0,-12,0,-20,Loss
2022txwac,2022txwac_qm78,red,frc8528,frc6180,frc8405,46,44,10,8,12,12,20,20,Win
2022txwac,2022txwac_qm79,blue,frc7125,frc3310,frc2687,87,75,28,22,25,19,0,0,Win
2022txwac,2022txwac_qm79,red,frc4717,frc8842,frc2969,12,-75,6,-22,6,-19,0,0,Loss
2022txwac,2022txwac_qm8,blue,frc5613,frc2687,frc4364,36,-36,4,-20,16,10,0,0,Loss
2022txwac,2022txwac_qm8,red,frc5212,frc8528,frc148,72,36,24,20,6,-10,0,0,Win
2022txwac,2022txwac_qm80,blue,frc5212,frc6830,frc3802,29,4,12,0,0,-6,0,0,Win
2022txwac,2022txwac_qm80,red,frc6171,frc8879,frc5242,25,-4,12,0,6,6,0,0,Loss
2022txwac,2022txwac_qm9,blue,frc624,frc8556,frc3005,69,61,16,12,21,21,0,-4,Win
2022txwac,2022txwac_qm9,red,frc6830,frc2969,frc3676,8,-61,4,-12,0,-21,4,4,Loss
2022txwac,2022txwac_sf1m1,blue,frc2468,frc2687,frc8749,30,-67,10,-20,6,-30,4,-8,Loss
2022txwac,2022txwac_sf1m1,red,frc3310,frc148,frc8858,97,67,30,20,36,30,12,8,Win
2022txwac,2022txwac_sf1m2,blue,frc2468,frc2687,frc2950,31,-69,10,-8,15,-15,0,-4,Loss
2022txwac,2022txwac_sf1m2,red,frc3310,frc148,frc8858,100,69,18,8,30,15,4,4,Win
2022txwac,2022txwac_sf2m1,blue,frc2881,frc1477,frc4364,70,4,18,-2,30,14,0,-4,Win
2022txwac,2022txwac_sf2m1,red,frc3005,frc624,frc7125,66,-4,20,2,16,-14,4,4,Loss
2022txwac,2022txwac_sf2m2,blue,frc2881,frc1477,frc4364,57,10,22,8,15,3,0,0,Win
2022txwac,2022txwac_sf2m2,red,frc3005,frc624,frc7125,47,-10,14,-8,12,-3,0,0,Loss
2022wasno,2022wasno_qm1,blue,frc3219,frc4205,frc2903,10,-34,6,6,0,-12,4,0,Loss
2022wasno,2022wasno_qm1,red,frc8051,frc1778,frc2980,44,34,0,-6,12,12,4,0,Win
